source,target,weight
user2694,user2698,1
user1810,user2694,-10
user1810,user2698,-10
user1810,user2697,-10
user2125,user1289,1
user1810,user2574,-10
user1289,user2125,2
user1919,user2574,-2
user2674,user2699,3
user2674,user2672,10
user2672,user2699,3
user2699,user2674,10
user1529,user1352,1
user1810,user2699,-10
user1352,user197,1
user2173,user246,1
user1953,user1331,2
user2574,user2701,2
user2574,user2702,5
user2702,user2701,1
user2702,user2700,5
user2701,user2702,5
user2701,user2700,5
user2700,user2702,3
user2700,user2701,5
user1363,user2700,-10
user1363,user2701,-10
user1363,user2702,-10
user304,user2296,3
user304,user186,1
user304,user492,1
user1670,user304,5
user2067,user25,-10
user1849,user2657,-10
user2491,user1899,2
user2574,user2700,10
user2700,user2703,5
user2703,user2704,4
user2704,user2705,1
user2705,user2704,3
user1386,user2704,-10
user1386,user2705,-10
user1386,user2703,-10
user1386,user2574,-10
user1386,user2701,-10
user1386,user2702,-10
user1810,user2703,-10
user1386,user2706,-10
user1386,user2707,-10
user1386,user2708,-10
user1386,user2709,-10
user1810,user2705,-10
user1810,user2704,-10
user1810,user2701,-10
user2563,user546,2
user2535,user2710,1
user2710,user2535,1
user2635,user2660,-10
user2710,user2198,2
user2711,user2198,1
user2711,user1,10
user1832,user905,2
user2635,user2636,-10
user2067,user2096,-10
user2266,user2198,2
user1502,user2028,1
user2028,user1502,1
user2524,user2713,1
user1629,user1919,2
user2713,user2524,1
user2524,user871,1
user2524,user2072,1
user2524,user1541,1
user2524,user2642,1
user2524,user62,1
user2635,user242,1
user2491,user2028,7
user2028,user2491,3
user1584,user2198,1
user2299,user1948,1
user35,user2658,1
user35,user2587,1
user35,user2715,1
user1735,user2716,1
user2712,user2717,3
user2717,user2712,3
user2717,user2718,1
user2718,user2712,1
user1386,user2712,-10
user1386,user2717,-10
user1386,user2718,-10
user2715,user35,1
user1810,user2718,-10
user2045,user2716,2
user2281,user2187,2
user2176,user1922,1
user2214,user1,1
user2214,user1453,2
user1453,user2214,1
user1453,user2028,1
user1731,user2125,3
user2028,user2719,1
user2719,user2028,1
user1832,user2125,2
user1832,user2299,2
user2700,user2720,1
user2700,user2721,1
user2720,user2574,10
user2720,user2721,10
user2720,user2700,10
user1201,user2720,-10
user1201,user2574,-10
user1201,user2722,-10
user2351,user2700,-10
user1201,user2721,-10
user2351,user2721,-10
user2351,user2720,-10
user2351,user2722,-10
user2351,user2574,-10
user1201,user2700,-10
user2054,user2113,2
user1386,user2700,-10
user1386,user2720,-10
user1386,user2721,-10
user1386,user2722,-10
user2318,user1556,1
user2538,user1779,1
user1779,user2538,1
user2299,user1832,2
user2600,user2723,1
user2723,user2600,1
user2600,user1916,1
user1916,user2600,1
user35,user2726,1
user1529,user2723,1
user2723,user1529,1
user2726,user35,10
user2723,user35,1
user2070,user2599,1
user1366,user2198,2
user2726,user2028,1
user2028,user2726,1
user2244,user1997,1
user2028,user1832,4
user1201,user2198,2
user2028,user2727,1
user2296,user2729,1
user2729,user2296,1
user1201,user1802,2
user1899,user2690,-1
user2299,user1528,1
user1810,user2588,1
user2588,user1810,1
user1922,user2176,1
user2727,user2028,2
user1810,user2536,2
user135,user2657,-10
user2599,user2070,1
user2599,user1948,1
user2028,user2683,-10
user2028,user2680,-10
user2028,user2684,-10
user2028,user1543,-10
user2028,user2682,-10
user533,user2198,1
user2728,user2731,1
user2731,user2728,1
user1832,user1991,1
user1991,user1832,1
user2714,user2198,1
user2396,user2125,6
user2028,user2198,5
user2716,user2732,1
user2658,user361,1
user361,user2658,1
user2647,user2734,1
user2387,user2113,5
user2028,user1666,1
user1666,user2028,1
user2028,user2647,2
user2712,user2735,4
user2735,user2736,2
user2736,user2735,2
user2647,user583,1
user2351,user2735,-10
user2351,user2712,-10
user2587,user35,1
user2647,user1272,1
user905,user1719,5
user2351,user2736,-10
user1412,user2310,1
user2310,user1412,1
user1272,user2647,1
user2176,user304,4
user2676,user2737,1
user1386,user2674,-10
user1386,user2676,-10
user1386,user2737,-10
user1386,user2678,-10
user1386,user2657,-10
user2737,user2738,2
user1386,user2738,-10
user1386,user2699,-10
user2738,user2737,2
user1386,user2672,-10
user2738,user2676,10
user425,user135,3
user2351,user2678,-10
user2351,user2672,-10
user2351,user2738,-10
user2351,user2657,-10
user2351,user2699,-10
user1386,user2367,-10
user2351,user2737,-10
user2728,user2739,1
user2739,user2728,1
user1396,user2740,1
user2221,user546,1
user546,user2221,1
user2635,user2654,1
user2311,user2728,1
user2654,user2635,1
user2654,user2296,1
user2296,user2405,1
user2405,user2296,1
user2296,user2654,1
user583,user2647,1
user2728,user2311,1
user2728,user2589,1
user2589,user2728,1
user2296,user2728,1
user2728,user2296,1
user2738,user2741,1
user2351,user2741,-10
user2728,user2654,1
user2742,user2397,1
user2397,user2742,1
user361,user2743,-10
user35,user1645,1
user2676,user2744,4
user2744,user2745,3
user2745,user2746,2
user2746,user2747,1
user2747,user2746,2
user2646,user2378,2
user2635,user2646,1
user2646,user2635,1
user546,user2654,1
user2154,user2113,3
user2351,user2744,-10
user2351,user2745,-10
user2351,user2746,-10
user2351,user2747,-10
user2351,user2676,-10
user1810,user2747,-10
user1810,user2741,-10
user1832,user2742,1
user2742,user1832,1
user1899,user2536,3
user2728,user905,1
user905,user2728,1
user1615,user2748,1
user2748,user1615,1
user1832,user1899,3
user1899,user1832,3
user1529,user2728,1
user2746,user2749,3
user2745,user2749,3
user2728,user2750,1
user2750,user2728,1
user2728,user1529,1
user2351,user2749,-10
user2728,user2404,1
user2404,user2728,1
user2028,user1529,1
user1529,user2028,1
user2647,user2028,2
user550,user1832,1
user823,user2284,5
user2485,user2641,3
user2028,user2071,1
user2702,user2752,4
user2717,user2752,4
user2351,user2752,-10
user2351,user2753,-10
user2725,user2754,2
user2754,user2725,2
user13,user2198,5
user1731,user2711,1
user2740,user2755,1
user2755,user2740,1
user1366,user2725,2
user2725,user1366,1
user1620,user2732,1
user2732,user1620,1
user2538,user2213,2
user2635,user2756,1
user1271,user2028,1
user1271,user101,3
user2757,user1810,1
user2538,user2028,2
user2758,user242,10
user2028,user1675,2
user1675,user2028,2
user1502,user2198,2
user2756,user2635,1
user171,user1873,1
user1873,user171,1
user2351,user2760,1
user1693,user1331,-1
user2388,user1331,-1
user2711,user1731,1
user1529,user2654,1
user242,user2758,9
user2762,user2028,1
user1991,user1271,1
user1271,user1991,1
user1584,user2524,1
user2524,user2328,1
user2524,user1584,1
user2328,user2524,1
user2328,user1584,1
user1584,user2328,2
user13,user2607,2
user2607,user13,2
user2558,user2763,1
user2763,user2558,1
user2763,user2612,1
user2612,user2763,1
user13,user2310,1
user2310,user13,1
user2176,user2328,1
user2045,user2524,1
user2524,user2045,1
user2524,user2198,1
user2113,user2154,1
user592,user2198,1
user1832,user492,1
user492,user1832,1
user1018,user2757,1
user2296,user1018,1
user1018,user2296,1
user2757,user1018,1
user1018,user2198,5
user2176,user732,6
user2757,user2765,1
user2763,user2496,1
user2496,user2763,1
user2765,user2757,1
user2496,user35,1
user2757,user2766,1
user2351,user2766,-10
user2766,user2757,1
user1810,user2757,-5
user2351,user2757,-5
user35,user2600,1
user2600,user35,1
user1764,user2484,1
user870,user1331,-5
user1,user2484,1
user2484,user1,1
user2484,user1764,1
user2484,user2594,2
user2724,user2198,1
user1859,user2757,-10
user2028,user2123,1
user2123,user2028,1
user2071,user2028,1
user1316,user1656,1
user2732,user2716,2
user2176,user1,10
user2731,user1,1
user2243,user1566,3
user2243,user2113,3
user1529,user1859,1
user1859,user1529,3
user1018,user41,1
user41,user1018,1
user1859,user2768,1
user1629,user1859,1
user1859,user1629,2
user2768,user1859,1
user2761,user592,1
user2028,user2538,7
user1859,user2647,3
user2647,user1859,1
user35,user2769,1
user905,user2724,1
user2724,user905,1
user1746,user1316,1
user1810,user2770,1
user2770,user1810,1
user1746,user1028,1
user1028,user1746,1
user2686,user2771,9
user1316,user1746,1
user2771,user2686,9
user1810,user2691,1
user35,user2312,1
user2176,user1557,1
user1557,user2176,1
user2176,user2716,4
user1810,user2732,1
user2732,user1810,1
user492,user2484,1
user2484,user492,5
user2728,user2753,-10
user492,user1053,1
user1053,user492,1
user1810,user2751,2
user2751,user1810,3
user2299,user2772,1
user2772,user2299,1
user2725,user363,1
user363,user2725,1
user35,user2773,1
user2388,user2174,2
user2774,user2647,1
user2176,user2125,4
user905,user23,1
user2176,user2173,5
user2647,user2612,2
user2612,user2647,2
user1948,user2665,5
user1948,user2070,8
user1948,user2599,1
user202,user2724,2
user2724,user202,2
user246,user2125,1
user2125,user246,1
user2647,user2774,2
user1271,user2125,2
user2125,user1271,1
user2529,user2538,1
user2028,user2776,1
user2125,user2777,1
user2777,user2125,2
user2538,user2529,2
user1396,user1331,-5
user2125,user2779,1
user2779,user2125,2
user2733,user2728,1
user1916,user2768,2
user2768,user1916,2
user2728,user2733,1
user2728,user2780,1
user2028,user1916,1
user1916,user2028,1
user2647,user2781,1
user2647,user2782,1
user2053,user1331,-5
user2782,user2647,1
user35,user2647,1
user2647,user35,1
user2781,user2647,1
user2647,user2783,1
user2783,user2647,1
user2642,user2529,1
user2397,user1502,1
user1502,user2397,1
user35,user2775,1
user35,user2786,1
user2593,user2397,1
user2397,user2593,2
user2028,user2787,2
user2787,user2028,2
user2647,user2788,1
user2788,user2647,10
user2529,user2642,1
user2726,user2787,-10
user2266,user2787,-3
user2388,user2291,7
user2763,user2404,1
user2404,user2763,1
user2635,user2789,1
user2789,user2635,1
user2789,user35,1
user2728,user2306,1
user2784,user2306,1
user2782,user2790,1
user35,user2791,1
user2791,user35,1
user2778,user57,2
user2306,user2728,1
user2306,user2784,1
user2776,user2028,1
user2647,user2792,2
user2792,user2647,5
user2778,user2793,2
user2793,user2778,2
user1840,user2578,1
user202,user1693,1
user1693,user202,1
user57,user2778,1
user242,user2538,3
user2728,user550,1
user550,user2728,1
user550,user2397,1
user2397,user550,1
user2296,user2397,1
user2397,user2296,1
user2758,user2795,1
user2795,user2758,1
user2296,user2679,1
user2711,user2173,1
user2173,user2711,1
user35,user2797,1
user2647,user2784,4
user2784,user2647,4
user2731,user2495,1
user2370,user2798,2
user2798,user2370,2
user1693,user2732,1
user2732,user1693,1
user2716,user2778,1
user2778,user2716,1
user2780,user2799,1
user2799,user2780,1
user2784,user2799,1
user2799,user2784,3
user1731,user861,1
user2778,user2028,2
user2485,user2800,1
user2800,user2485,1
user2801,user2388,1
user546,user2733,1
user2733,user546,1
user2786,user35,10
user2780,user2784,4
user2784,user2780,4
user2714,user2125,2
user2125,user1829,1
user2538,user1810,1
user1810,user2538,1
user2281,user2192,1
user2028,user2802,2
user2802,user2028,2
user2784,user2538,1
user2538,user2784,1
user35,user2780,1
user2780,user35,1
user2802,user2725,1
user35,user2803,1
user2803,user35,1
user2726,user2803,1
user2803,user2726,1
user28,user2618,2
user202,user2726,2
user2726,user202,3
user2028,user2804,1
user2804,user2028,1
user1,user2761,1
user2761,user1,1
user2581,user2063,-1
user2725,user2125,1
user2732,user2714,-3
user202,user645,3
user870,user1386,-2
user870,user1383,-10
user2800,user2763,1
user2763,user2800,1
user2028,user2600,1
user2600,user2028,1
user2581,user2714,-10
user1386,user870,-1
user2784,user2028,1
user2028,user2275,1
user2275,user2028,1
user2654,user35,5
user2784,user1754,1
user1754,user2784,1
user2600,user2000,1
user2600,user2805,1
user2805,user2600,1
user2485,user2605,1
user905,user2803,1
user2803,user905,1
user7,user640,3
user1670,user2125,2
user2028,user2796,3
user2028,user2409,6
user2296,user1272,1
user1272,user2296,1
user546,user2763,2
user2763,user546,1
user546,user2028,3
user2028,user546,4
user2609,user35,1
user35,user2609,1
user1752,user2806,1
user2806,user1752,1
user1840,user2521,1
user2600,user2807,1
user2807,user2600,1
user2609,user2028,1
user2028,user2609,1
user905,user2484,1
user2484,user905,1
user35,user2654,3
user2521,user1840,1
user2600,user2315,1
user870,user1396,2
user2782,user2315,1
user2315,user2782,1
user2315,user2635,1
user2315,user2600,1
user2315,user2028,1
user2778,user2176,1
user2778,user1810,1
user2780,user2728,1
user2782,user2805,1
user2805,user2782,1
user1953,user2808,3
user2635,user2774,1
user2774,user2635,1
user2778,user2809,1
user1675,user2262,3
user2790,user2782,1
user2809,user2778,-10
user141,user2778,-10
user304,user2808,1
user2028,user2778,-10
user2176,user2778,-10
user2808,user1953,3
user2315,user2810,1
user2810,user2315,1
user2780,user2811,1
user2811,user2780,1
user1018,user2812,1
user2812,user230,1
user2805,user2812,1
user2812,user2805,1
user2813,user2636,1
user2636,user2813,2
user2813,user2814,1
user2814,user2813,1
user2778,user2815,2
user2618,user28,2
user2784,user2816,1
user2816,user2784,1
user2711,user2714,-1
user2472,user2763,1
user2763,user2472,1
user2262,user2028,2
user2028,user2262,2
user2614,user35,1
user2028,user2063,4
user2233,user1735,3
user2782,user2614,1
user2614,user2782,1
user2252,user2817,1
user1629,user2728,1
user2728,user1629,1
user35,user2789,1
user35,user2819,1
user35,user2820,1
user2818,user1953,1
user2818,user35,1
user35,user2818,1
user2817,user2252,1
user35,user2448,1
user2448,user35,1
user2028,user1802,5
user2409,user2028,10
user1585,user1752,3
user2796,user2028,6
user2214,user2777,1
user2214,user1317,2
user2214,user2728,1
user2214,user361,1
user2214,user57,1
user2214,user905,1
user2214,user1334,3
user2214,user1832,2
user1752,user1656,1
user1752,user1334,1
user2819,user35,1
user1731,user2732,2
user2732,user1731,2
user2733,user1899,2
user2538,user1731,3
user1899,user2733,2
user2044,user2728,2
user2728,user2044,1
user2797,user35,1
user2691,user2675,-10
user2691,user2689,-10
user2691,user2677,-10
user2691,user2674,-10
user2691,user2676,-10
user2691,user2678,-10
user2691,user2631,-10
user2691,user2666,-10
user2691,user2669,-10
user2691,user2670,-10
user2691,user2671,-10
user2691,user2628,-10
user2691,user2574,-10
user2691,user2571,-10
user2691,user2672,-10
user2691,user2629,-10
user2691,user2568,-10
user2691,user2543,-10
user2691,user2542,-10
user2691,user2544,-10
user2691,user2541,-10
user2691,user2545,-10
user2691,user2657,-10
user2691,user2623,-10
user2691,user2522,-10
user2691,user2694,-10
user2691,user2695,-10
user2691,user2699,-10
user2691,user2700,-10
user2691,user2701,-10
user2691,user2702,-10
user2691,user2703,-10
user2691,user2704,-10
user2691,user2705,-10
user2691,user2706,-10
user2691,user2707,-10
user2691,user2708,-10
user2691,user2709,-10
user2784,user1555,1
user2823,user2782,10
user2266,user1543,-10
user2782,user2823,1
user1555,user2784,1
user2654,user2728,3
user1018,user2364,1
user2364,user1018,1
user905,user2174,2
user2174,user905,3
user2730,user2647,4
user2647,user2730,4
user2824,user1953,1
user2804,user2825,1
user2795,user2635,1
user2028,user2761,1
user2761,user2028,1
user2635,user2806,2
user2806,user2635,2
user1967,user1719,-10
user2827,user1953,1
user2795,user2028,1
user1810,user2778,-10
user2028,user2801,1
user2028,user2822,1
user2647,user2828,1
user2825,user2804,1
user2828,user2647,10
user2252,user2310,2
user2785,user35,2
user2310,user2252,2
user35,user2785,2
user35,user2379,1
user2379,user35,1
user2125,user2333,1
user2333,user2125,2
user1899,user1765,1
user1765,user1899,1
user7,user2319,2
user2600,user2763,3
user2538,user1733,2
user35,user2829,1
user1939,user2807,1
user2807,user1939,1
user2266,user634,-3
user2028,user2784,7
user2296,user2821,2
user2821,user2296,1
user1899,user1334,1
user2832,user1953,1
user2812,user57,5
user2404,user2833,1
user2266,user2498,-8
user2252,user2498,-5
user2833,user2404,1
user2494,user2498,-5
user2328,user2498,-10
user2143,user2498,-5
user2266,user2714,-10
user2830,user2775,1
user2266,user219,-3
user2679,user57,1
user7,user2388,2
user2388,user7,2
user35,user2834,1
user1054,user2836,1
user2045,user2214,1
user2266,user1669,-3
user2805,user2838,1
user2838,user2805,1
user2725,user2839,1
user2839,user2725,1
user2839,user2840,1
user2840,user2839,1
user2829,user35,1
user2266,user742,-3
user2409,user2805,1
user2805,user2409,1
user2266,user387,-3
user905,user2388,1
user786,user1383,-10
user2733,user81,-1
user2733,user2795,1
user2795,user2733,1
user135,user1293,-10
user2733,user2658,2
user2725,user1633,1
user2843,user2725,1
user1752,user2841,2
user2841,user1752,2
user242,user2663,2
user2663,user242,1
user2165,user2498,-10
user2266,user1499,1
user1499,user2266,2
user2252,user2067,4
user2728,user2581,-10
user304,user2581,-10
user2018,user2725,5
user2388,user2198,2
user2725,user1689,1
user1689,user2725,1
user2590,user2725,1
user2725,user2590,1
user1286,user1217,5
user35,user2388,1
user35,user2844,1
user2590,user2763,1
user2763,user2590,1
user1396,user870,2
user546,user2067,2
user2067,user546,2
user2067,user1675,6
user1675,user2067,6
user2266,user780,-3
user2635,user2826,1
user2846,user2028,3
user2829,user2812,1
user2812,user2829,1
user2028,user780,-3
user1733,user2625,5
user1733,user2538,3
user2266,user405,-3
user2296,user2794,2
user2794,user2296,2
user2831,user2028,2
user2625,user2296,1
user2028,user2831,2
user2028,user2846,4
user2625,user2040,6
user2625,user1566,3
user2315,user2848,1
user2848,user2315,1
user2848,user2849,1
user2849,user2848,1
user2558,user2848,1
user2848,user2558,1
user2845,user2850,2
user2850,user2845,5
user1566,user2625,3
user2485,user2646,1
user2635,user2851,1
user2823,user77,-1
user2590,user1675,1
user1675,user2590,1
user2851,user2635,1
user2812,user25,1
user2844,user35,1
user2851,user2852,1
user1334,user1802,2
user2853,user1953,1
user545,user1331,-5
user2795,user2835,1
user2835,user2795,1
user2725,user905,3
user905,user2725,1
user2848,user2856,1
user2856,user2848,1
user2658,user2733,2
user2855,user2028,1
user2852,user2851,1
user2214,user304,1
user304,user2214,1
user2857,user1953,1
user2214,user2822,2
user2214,user2733,1
user2067,user2262,2
user2693,user2427,10
user2125,user2844,1
user2028,user2809,1
user2028,user2848,1
user2848,user2809,1
user2809,user2848,1
user2809,user2028,1
user2485,user2858,1
user2848,user1806,1
user1806,user2848,1
user2845,user96,2
user1735,user2859,1
user96,user2845,2
user2724,user2848,1
user1997,user2244,1
user2860,user1953,1
user2646,user2485,2
user2028,user2679,1
user2679,user2028,1
user2266,user198,-3
user1675,user1731,1
user35,user2839,1
user1693,user1989,2
user1989,user1693,2
user2862,user1953,1
user2854,user1953,2
user2266,user2863,-10
user2845,user2864,1
user2859,user634,-3
user905,user2733,2
user2812,user2865,1
user2865,user2812,1
user2028,user2866,1
user2848,user2769,1
user2296,user2625,1
user2769,user2848,1
user1281,user1803,2
user1281,user1565,3
user2848,user2724,1
user2868,user2848,1
user2868,user2725,1
user1899,user2491,2
user2296,user2733,1
user2296,user2030,5
user2808,user2869,1
user2869,user2808,1
user2726,user1810,1
user1810,user2726,1
user2767,user2870,1
user2870,user2767,1
user1615,user2859,1
user2266,user654,-3
user2867,user1953,1
user2823,user2871,1
user2871,user2823,1
user2214,user2028,10
user2642,user2872,1
user2419,user1953,1
user2725,user2868,1
user1953,user2873,2
user2688,user304,1
user2795,user2868,-1
user2861,user2028,1
user2848,user2859,3
user2872,user2642,1
user2266,user632,-3
user57,user2812,2
user57,user1565,2
user57,user64,5
user57,user2214,1
user2733,user2835,1
user2835,user2733,1
user2028,user2861,2
user2868,user361,-10
user2848,user2868,-1
user2763,user2600,2
user361,user2868,-10
user2512,user1899,1
user304,user2688,1
user2485,user2852,1
user2852,user2485,1
user2733,user540,2
user540,user2733,2
user2867,user2378,1
user2378,user2867,1
user2874,user2378,3
user2378,user2874,2
user2823,user2875,1
user546,user2693,1
user1953,user1383,-10
user1953,user2693,2
user2693,user1953,2
user2693,user2028,4
user2266,user2795,2
user2795,user2266,2
user1612,user1810,3
user1810,user1612,3
user2028,user2877,1
user2494,user2028,2
user2859,user1893,2
user1893,user2859,2
user2877,user2028,1
user2028,user2494,4
user242,user2878,1
user242,user1271,1
user2859,user1615,2
user2028,user2405,1
user2028,user2033,7
user2751,user2879,1
user2848,user2028,1
user2028,user2880,3
user2848,user2882,1
user2882,user2848,1
user2881,user2848,2
user2879,user235,-1
user2848,user2883,1
user870,user1846,1
user1675,user2884,1
user2884,user1675,10
user1675,user937,3
user2859,user2885,1
user2885,user2859,1
user2886,user2879,-10
user1916,user1675,2
user1675,user1916,2
user2028,user2837,2
user2837,user2028,3
user1675,user1733,1
user1733,user1675,3
user2635,user2875,2
user2859,user57,1
user57,user2859,1
user2879,user2028,-9
user2045,user2879,-10
user2879,user2688,-10
user2688,user2879,-10
user2866,user2688,10
user2688,user2067,1
user2859,user25,-10
user2866,user1810,1
user1810,user2866,1
user2067,user2886,-5
user2028,user2884,2
user2884,user2028,10
user1810,user2877,1
user1334,user25,-10
user1802,user2822,1
user492,user2770,1
user2028,user2876,1
user2876,user2028,1
user304,user1819,5
user1814,user545,1
user2028,user2879,-10
user2728,user2713,1
user2713,user2728,1
user2144,user1885,6
user2728,user2605,4
user1885,user2144,6
user2795,user2214,2
user2887,user2725,1
user2658,user2160,7
user492,user2888,1
user2160,user2658,7
user2160,user1185,1
user563,user1624,1
user2859,user2848,3
user2378,user2889,1
user2889,user2378,1
user2328,user628,-3
user546,user2891,1
user2891,user546,1
user1620,user2892,1
user2892,user1620,1
user135,user1899,2
user1499,user2158,1
user2688,user2893,1
user1899,user135,3
user1899,user2894,1
user2894,user1899,1
user2635,user2895,1
user2296,user2893,1
user2893,user2296,1
user2895,user2635,1
user1802,user2017,-8
user2605,user2728,4
user1815,user1334,3
user1815,user1271,1
user1815,user2733,1
user2028,user2896,1
user2896,user2028,1
user2028,user2644,1
user2711,user2017,-10
user304,user2859,1
user2045,user1334,5
user242,user2811,-10
user2898,user2891,1
user2891,user2898,1
user2891,user2811,-10
user2409,user523,-10
user2045,user2891,1
user2891,user2045,1
user1815,user242,1
user2795,user242,1
user2878,user242,1
user2758,user2642,1
user35,user2872,1
user2266,user1832,1
user2733,user905,2
user2877,user1539,-1
user2877,user862,-1
user2877,user628,-1
user937,user1675,5
user2266,user1100,-3
user2888,user492,1
user491,user2784,1
user2784,user491,1
user1899,user937,1
user937,user1899,1
user2892,user2900,1
user2900,user2892,1
user2063,user2581,-10
user1810,user2409,3
user2409,user1810,3
user1899,user2513,2
user2176,user1244,1
user112,user2194,1
user2728,user2725,4
user112,user1487,2
user112,user96,1
user2296,user2901,1
user2214,user2795,2
user2063,user2897,1
user1899,user2880,1
user2252,user2795,1
user1953,user2076,2
user2880,user1899,1
user2795,user2252,1
user1922,user2485,3
user2485,user1922,3
user2904,user2859,1
user2877,user206,-1
user2485,user2363,3
user2903,user2343,4
user2343,user2903,4
user2904,user415,1
user2332,user2647,5
user2647,user2332,2
user2905,user1953,1
user2780,user2906,2
user2906,user2780,5
user2536,user2581,-10
user2635,user2730,1
user2875,user2635,4
user2176,user1334,1
user1334,user2176,1
user2600,user2710,1
user2710,user2600,1
user2875,user1953,2
user2875,user2823,1
user2125,user2908,1
user2908,user2125,2
user937,user171,5
user2396,user2728,3
user2880,user2728,1
user2881,user2266,-10
user2635,user1953,5
user2881,user2635,-10
user905,user1953,10
user1810,user2881,-10
user2396,user2881,-10
user2351,user2881,-10
user2877,user757,-1
user2328,user2835,1
user2835,user2328,1
user2875,user2647,1
user2647,user2875,1
user96,user112,1
user2266,user1207,-3
user35,user2909,1
user2909,user35,1
user905,user1207,-10
user2887,user905,1
user2635,user2910,1
user2635,user2881,-10
user905,user2887,-10
user2266,user374,-3
user2877,user374,-1
user905,user2702,-10
user2887,user2911,1
user2877,user1028,-1
user2725,user2018,7
user2912,user1953,1
user2897,user2063,1
user2897,user257,-1
user2635,user2828,1
user112,user1478,1
user112,user2138,1
user2914,user1953,1
user2266,user579,-7
user2028,user2838,1
user2838,user2028,1
user2296,user2725,3
user2873,user1953,1
user1412,user2909,1
user2909,user1412,3
user2873,user2808,1
user1810,user6,2
user6,user1810,3
user937,user905,2
user2296,user2600,3
user2600,user2296,3
user2808,user2873,2
user2600,user905,1
user905,user2600,1
user2877,user198,-1
user2877,user634,-1
user2328,user1543,-10
user2877,user219,-1
user2877,user1669,-1
user2877,user894,-1
user2877,user775,-1
user2877,user1703,-1
user2877,user1792,-1
user2877,user2681,-1
user2848,user2881,1
user2811,user242,-10
user2811,user2891,-10
user2910,user2915,1
user2915,user2910,1
user492,user35,7
user2635,user2915,1
user2915,user2635,1
user2877,user788,-1
user2877,user782,-1
user2877,user838,-1
user2877,user931,-1
user2877,user997,-1
user2859,user2904,2
user856,user1922,2
user2635,user2916,1
user2916,user2635,1
user2028,user1648,1
user2028,user2917,1
user2076,user2388,1
user2861,user2176,2
user2176,user2861,3
user2903,user1810,1
user1810,user2903,1
user2901,user1810,1
user2918,user2848,1
user1334,user2920,1
user2920,user1334,1
user2874,user2910,1
user2910,user2874,1
user2859,user2498,-10
user2877,user386,-1
user2875,user2498,-4
user2877,user2921,-1
user2877,user735,-1
user2419,user2635,1
user2877,user1162,-1
user1585,user2028,2
user2844,user2125,2
user2201,user1810,2
user1810,user2201,1
user2910,user1953,1
user1585,user2923,1
user2419,user2910,1
user2910,user2419,1
user2851,user1953,3
user2919,user2922,1
user2861,user2784,1
user2922,user2919,3
user2635,user2419,2
user1272,user2919,-10
user2923,user1585,1
user2784,user2861,1
user2028,user2923,2
user2923,user2028,2
user1810,user2924,1
user2924,user1810,1
user2028,user2925,1
user2925,user2028,1
user2906,user2926,-10
user2877,user1322,-1
user2877,user579,-1
user35,user2927,1
user2848,user2928,1
user2928,user2848,2
user2805,user2922,1
user2928,user35,1
user905,user1815,2
user2266,user2072,-5
user2877,user598,-1
user1352,user1846,-10
user2296,user2928,1
user2928,user2296,1
user2725,user492,1
user2398,user72,1
user2262,user2725,1
user2725,user2262,1
user72,user2398,1
user2296,user2803,1
user2803,user2296,1
user2930,user1953,1
user1629,user1383,10
user2635,user25,1
user2635,user2847,3
user2847,user2635,3
user2828,user2635,1
user2877,user577,-1
user2173,user2932,1
user2635,user2933,3
user1810,user2380,1
user2380,user1810,1
user2658,user2176,1
user2176,user2658,3
user2812,user2028,10
user2028,user2812,5
user112,user2529,1
user2775,user2935,-1
user2158,user2198,1
user1651,user35,1
user2593,user2710,1
user2710,user2593,1
user2877,user633,-1
user2877,user1345,-1
user2176,user2485,2
user2485,user2176,2
user2877,user561,-1
user2266,user561,-5
user1735,user2176,1
user1735,user1846,-1
user2266,user75,-5
user2315,user1629,1
user1629,user2315,1
user2315,user1810,1
user2877,user75,-1
user2315,user2936,1
user2936,user2315,1
user2266,user20,-5
user2125,user2937,1
user2937,user2125,3
user2937,user2296,3
user2937,user75,-10
user2877,user20,-1
user2938,user1272,2
user1899,user546,1
user2877,user288,-1
user1953,user2919,-1
user2296,user2937,1
user1764,user2939,1
user2861,user2716,1
user2716,user2176,5
user2716,user2861,1
user2940,user2315,1
user2315,user2940,1
user1543,user2028,-10
user1905,user1802,2
user2296,user2941,1
user2941,user2296,1
user2777,user2725,1
user2028,user1840,1
user1840,user2028,1
user2942,user2940,1
user2940,user2942,1
user2940,user25,10
user2942,user25,10
user2388,user2943,1
user2897,user2944,1
user2897,user2795,1
user2859,user2945,1
user2945,user2859,1
user2897,user2946,1
user2946,user2897,1
user35,user2947,1
user35,user2928,1
user2839,user35,1
user1245,user2045,1
user2045,user1245,1
user2593,user2948,1
user2948,user2593,2
user2725,user2777,1
user1529,user1543,-1
user2877,user742,-1
user1953,user546,1
user546,user1953,1
user2937,user1810,2
user1810,user2937,1
user1851,user2656,3
user1725,user1386,2
user2943,user2388,1
user2795,user2897,1
user592,user2761,1
user2918,user1953,10
user1953,user2818,1
user1953,user2824,1
user2266,user1953,1
user2859,user2953,10
user1953,user2853,1
user1953,user2832,1
user1953,user2827,1
user1953,user2857,1
user1953,user2851,1
user1953,user2860,1
user1953,user2862,1
user1953,user2419,1
user1953,user2875,1
user1953,user2905,1
user1953,user1922,1
user1953,user2912,1
user2266,user2953,-4
user1953,user2910,1
user1953,user2930,1
user1953,user2931,1
